element,isotope,state,cooling time,isotope % dose,pathway,pathway % dose,Scenario,Spectrum,Material,Dose threshold
Ni,57,,24 h,18.48383564,"Ni58 -(n,2n)-> Ni57",18.4836508,SRO,SRO_NBI_Room,SS660,95
Co,58,,24 h,21.93976465,"Ni58 -(n,p)-> Co58",16.12901798,SRO,SRO_NBI_Room,SS660,95
Sc,48,,24 h,9.878278684,"Ti48 -(n,p)-> Sc48",9.184230824,SRO,SRO_NBI_Room,SS660,95
Na,24,,24 h,8.5908717,"Al27 -(n,a)-> Na24",8.590785791,SRO,SRO_NBI_Room,SS660,95
Co,58,,24 h,21.93976465,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",5.779372804,SRO,SRO_NBI_Room,SS660,95
Mo,99,,24 h,2.951735405,"Mo98 -(n,g)-> Mo99",2.70535405,SRO,SRO_NBI_Room,SS660,95
Mn,56,,24 h,29.41945237,"Fe56 -(n,p)-> Mn56",2.091723064,SRO,SRO_NBI_Room,SS660,95
Cr,51,,24 h,2.292857153,"Cr50 -(n,g)-> Cr51",2.068592795,SRO,SRO_NBI_Room,SS660,95
Fe,59,,24 h,1.790621577,"Fe58 -(n,g)-> Fe59",1.736795493,SRO,SRO_NBI_Room,SS660,95
Sc,48,,24 h,9.878278684,"V51 -(n,a)-> Sc48",0.670833905,SRO,SRO_NBI_Room,SS660,95
Mo,99,,24 h,2.951735405,"Mo100 -(n,2n)-> Mo99",0.246351837,SRO,SRO_NBI_Room,SS660,95
Cr,51,,24 h,2.292857153,"Cr52 -(n,2n)-> Cr51",0.20738893,SRO,SRO_NBI_Room,SS660,95
Fe,59,,24 h,1.790621577,"Ni62 -(n,a)-> Fe59",0.047773784,SRO,SRO_NBI_Room,SS660,95
Cr,51,,24 h,2.292857153,"Fe54 -(n,a)-> Cr51",0.016875429,SRO,SRO_NBI_Room,SS660,95
Co,58,,11.6 d,73.90422352,"Ni58 -(n,p)-> Co58",54.33068992,SRO,SRO_NBI_Room,SS660,95
Co,58,,11.6 d,73.90422352,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",19.46785056,SRO,SRO_NBI_Room,SS660,95
Cr,51,,11.6 d,6.459430431,"Cr50 -(n,g)-> Cr51",5.827633541,SRO,SRO_NBI_Room,SS660,95
Fe,59,,11.6 d,5.575167835,"Fe58 -(n,g)-> Fe59",5.40757829,SRO,SRO_NBI_Room,SS660,95
Ta,182,,11.6 d,5.140225663,"Ta181 -(n,g)-> Ta182",3.248365608,SRO,SRO_NBI_Room,SS660,95
Mn,54,,11.6 d,3.017635975,"Fe54 -(n,p)-> Mn54",2.163463936,SRO,SRO_NBI_Room,SS660,95
Co,60,,11.6 d,3.903695853,"Co59 -(n,g)-> Co60m -(IT)-> Co60",2.140630658,SRO,SRO_NBI_Room,SS660,95
Ta,182,,11.6 d,5.140225663,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",1.89150024,SRO,SRO_NBI_Room,SS660,95
Co,60,,11.6 d,3.903695853,"Co59 -(n,g)-> Co60",1.33303406,SRO,SRO_NBI_Room,SS660,95
Mn,54,,11.6 d,3.017635975,"Mn55 -(n,2n)-> Mn54",0.851516519,SRO,SRO_NBI_Room,SS660,95
Cr,51,,11.6 d,6.459430431,"Cr52 -(n,2n)-> Cr51",0.584255483,SRO,SRO_NBI_Room,SS660,95
Co,60,,11.6 d,3.903695853,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.248236019,SRO,SRO_NBI_Room,SS660,95
Co,60,,11.6 d,3.903695853,"Ni60 -(n,p)-> Co60",0.179491935,SRO,SRO_NBI_Room,SS660,95
Fe,59,,11.6 d,5.575167835,"Ni62 -(n,a)-> Fe59",0.148745478,SRO,SRO_NBI_Room,SS660,95
Cr,51,,11.6 d,6.459430431,"Fe54 -(n,a)-> Cr51",0.047541408,SRO,SRO_NBI_Room,SS660,95
Co,58,,30 d,75.0989409,"Ni58 -(n,p)-> Co58",55.2089864,SRO,SRO_NBI_Room,SS660,95
Co,58,,30 d,75.0989409,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",19.78256301,SRO,SRO_NBI_Room,SS660,95
Fe,59,,30 d,5.091157088,"Fe58 -(n,g)-> Fe59",4.938116906,SRO,SRO_NBI_Room,SS660,95
Cr,51,,30 d,4.959941699,"Cr50 -(n,g)-> Cr51",4.474809802,SRO,SRO_NBI_Room,SS660,95
Ta,182,,30 d,5.594149412,"Ta181 -(n,g)-> Ta182",3.535222721,SRO,SRO_NBI_Room,SS660,95
Co,60,,30 d,4.719380153,"Co59 -(n,g)-> Co60m -(IT)-> Co60",2.587919301,SRO,SRO_NBI_Room,SS660,95
Ta,182,,30 d,5.594149412,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",2.058535101,SRO,SRO_NBI_Room,SS660,95
Co,60,,30 d,4.719380153,"Co59 -(n,g)-> Co60",1.611573935,SRO,SRO_NBI_Room,SS660,95
Cr,51,,30 d,4.959941699,"Cr52 -(n,2n)-> Cr51",0.448626727,SRO,SRO_NBI_Room,SS660,95
Co,60,,30 d,4.719380153,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",0.300105384,SRO,SRO_NBI_Room,SS660,95
Co,60,,30 d,4.719380153,"Ni60 -(n,p)-> Co60",0.216997099,SRO,SRO_NBI_Room,SS660,95
Fe,59,,30 d,5.091157088,"Ni62 -(n,a)-> Fe59",0.135832071,SRO,SRO_NBI_Room,SS660,95
Cr,51,,30 d,4.959941699,"Fe54 -(n,a)-> Cr51",0.036505171,SRO,SRO_NBI_Room,SS660,95
Co,58,,180 d,62.54477583,"Ni58 -(n,p)-> Co58",45.97979195,SRO,SRO_NBI_Room,SS660,95
Co,58,,180 d,62.54477583,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",16.47554485,SRO,SRO_NBI_Room,SS660,95
Co,60,,180 d,16.15740042,"Co59 -(n,g)-> Co60m -(IT)-> Co60",8.860072096,SRO,SRO_NBI_Room,SS660,95
Mn,54,,180 d,9.122692556,"Fe54 -(n,p)-> Mn54",6.540423201,SRO,SRO_NBI_Room,SS660,95
Co,60,,180 d,16.15740042,"Co59 -(n,g)-> Co60",5.517429096,SRO,SRO_NBI_Room,SS660,95
Ta,182,,180 d,8.163988542,"Ta181 -(n,g)-> Ta182",5.159232559,SRO,SRO_NBI_Room,SS660,95
Ta,182,,180 d,8.163988542,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",3.004184504,SRO,SRO_NBI_Room,SS660,95
Mn,54,,180 d,9.122692556,"Mn55 -(n,2n)-> Mn54",2.574241385,SRO,SRO_NBI_Room,SS660,95
Co,60,,180 d,16.15740042,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",1.027449093,SRO,SRO_NBI_Room,SS660,95
Co,60,,180 d,16.15740042,"Ni60 -(n,p)-> Co60",0.742917271,SRO,SRO_NBI_Room,SS660,95
Co,58,,230 d,54.1517613,"Ni58 -(n,p)-> Co58",39.80966732,SRO,SRO_NBI_Room,SS660,95
Co,58,,230 d,54.1517613,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",14.26465696,SRO,SRO_NBI_Room,SS660,95
Co,60,,230 d,22.38302525,"Co59 -(n,g)-> Co60m -(IT)-> Co60",12.27395573,SRO,SRO_NBI_Room,SS660,95
Mn,54,,230 d,11.52592037,"Fe54 -(n,p)-> Mn54",8.263393354,SRO,SRO_NBI_Room,SS660,95
Co,60,,230 d,22.38302525,"Co59 -(n,g)-> Co60",7.643355464,SRO,SRO_NBI_Room,SS660,95
Ta,182,,230 d,8.51848003,"Ta181 -(n,g)-> Ta182",5.383253455,SRO,SRO_NBI_Room,SS660,95
Mn,54,,230 d,11.52592037,"Mn55 -(n,2n)-> Mn54",3.252384211,SRO,SRO_NBI_Room,SS660,95
Ta,182,,230 d,8.51848003,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",3.134630281,SRO,SRO_NBI_Room,SS660,95
Co,60,,230 d,22.38302525,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",1.423336576,SRO,SRO_NBI_Room,SS660,95
Co,60,,230 d,22.38302525,"Ni60 -(n,p)-> Co60",1.029171501,SRO,SRO_NBI_Room,SS660,95
Co,60,,1 y,43.09319654,"Co59 -(n,g)-> Co60m -(IT)-> Co60",23.63058526,SRO,SRO_NBI_Room,SS660,95
Co,58,,1 y,29.10119691,"Ni58 -(n,p)-> Co58",21.39374491,SRO,SRO_NBI_Room,SS660,95
Co,60,,1 y,43.09319654,"Co59 -(n,g)-> Co60",14.71546476,SRO,SRO_NBI_Room,SS660,95
Mn,54,,1 y,17.24899117,"Fe54 -(n,p)-> Mn54",12.36649173,SRO,SRO_NBI_Room,SS660,95
Co,58,,1 y,29.10119691,"Ni58 -(n,p)-> Co58m -(IT)-> Co58",7.665837291,SRO,SRO_NBI_Room,SS660,95
Mn,54,,1 y,17.24899117,"Mn55 -(n,2n)-> Mn54",4.867320329,SRO,SRO_NBI_Room,SS660,95
Ta,182,,1 y,7.599646934,"Ta181 -(n,g)-> Ta182",4.80259688,SRO,SRO_NBI_Room,SS660,95
Ta,182,,1 y,7.599646934,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",2.796518079,SRO,SRO_NBI_Room,SS660,95
Co,60,,1 y,43.09319654,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",2.740296368,SRO,SRO_NBI_Room,SS660,95
Co,60,,1 y,43.09319654,"Ni60 -(n,p)-> Co60",1.981425177,SRO,SRO_NBI_Room,SS660,95
Co,60,,10 y,99.90160182,"Co59 -(n,g)-> Co60m -(IT)-> Co60",54.78204238,SRO,SRO_NBI_Room,SS660,95
Co,60,,10 y,99.90160182,"Co59 -(n,g)-> Co60",34.11439899,SRO,SRO_NBI_Room,SS660,95
Co,60,,10 y,99.90160182,"Ni60 -(n,p)-> Co60m -(IT)-> Co60",6.35274286,SRO,SRO_NBI_Room,SS660,95
Co,60,,10 y,99.90160182,"Ni60 -(n,p)-> Co60",4.593475652,SRO,SRO_NBI_Room,SS660,95
Na,24,,24 h,79.02890009,"Al27 -(n,a)-> Na24",79.02731952,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,48,,24 h,20.55530012,"Ti48 -(n,p)-> Sc48",20.22641532,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,48,,24 h,20.55530012,"V51 -(n,a)-> Sc48",0.277702105,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,48,,11.6 d,55.4701791,"Ti48 -(n,p)-> Sc48",54.58265624,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,11.6 d,41.84221273,"Ti46 -(n,p)-> Sc46",27.2489042,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,11.6 d,41.84221273,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",10.05259161,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,11.6 d,41.84221273,"Ti47 -(n,np)-> Sc46",3.962039123,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,48,,11.6 d,55.4701791,"V51 -(n,a)-> Sc48",0.74940212,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,11.6 d,41.84221273,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",0.580351491,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,30 d,99.46890194,"Ti46 -(n,p)-> Sc46",64.77713301,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,30 d,99.46890194,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",23.89740369,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,30 d,99.46890194,"Ti47 -(n,np)-> Sc46",9.418710324,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,30 d,99.46890194,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",1.37963367,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,180 d,99.78542027,"Ti46 -(n,p)-> Sc46",64.98325925,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,180 d,99.78542027,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",23.97344722,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,180 d,99.78542027,"Ti47 -(n,np)-> Sc46",9.448681446,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,180 d,99.78542027,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",1.384023779,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,230 d,99.74114657,"Ti46 -(n,p)-> Sc46",64.95442688,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,230 d,99.74114657,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",23.96281046,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,230 d,99.74114657,"Ti47 -(n,np)-> Sc46",9.444489168,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,230 d,99.74114657,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",1.383409703,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,1 y,99.47030454,"Ti46 -(n,p)-> Sc46",64.77804643,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,1 y,99.47030454,"Ti46 -(n,p)-> Sc46m -(IT)-> Sc46",23.89774067,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,1 y,99.47030454,"Ti47 -(n,np)-> Sc46",9.418843137,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Sc,46,,1 y,99.47030454,"Ti47 -(n,np)-> Sc46m -(IT)-> Sc46",1.379653124,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Al,26,,10 y,50.76370102,"Al27 -(n,2n)-> Al26",50.76370102,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Mn,54,,10 y,31.58264364,"Fe54 -(n,p)-> Mn54",31.58232782,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Fe,55,,10 y,15.2573385,"Fe54 -(n,g)-> Fe55",8.107139384,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
Fe,55,,10 y,15.2573385,"Fe56 -(n,2n)-> Fe55",7.150199114,SRO,SRO_NBI_Room,"Titanium Alloy, Grade 5",95
W,187,,24 h,99.99339019,"W186 -(n,g)-> W187",99.9613923,SRO,SRO_NBI_Room,W with impurities,95
W,187,,11.6 d,96.33006706,"W186 -(n,g)-> W187",96.29924144,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,30 d,76.22729042,"Ta181 -(n,g)-> Ta182",40.10775113,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,30 d,76.22729042,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",23.35451724,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,30 d,76.22729042,"W182 -(n,p)-> Ta182",6.583751073,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,30 d,9.774220526,"Co59 -(n,g)-> Co60m -(IT)-> Co60",6.017889836,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,30 d,76.22729042,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",5.365638973,SRO,SRO_NBI_Room,W with impurities,95
W,181,,30 d,8.161923468,"W180 -(n,g)-> W181",4.818962854,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,30 d,9.774220526,"Co59 -(n,g)-> Co60",3.747533892,SRO,SRO_NBI_Room,W with impurities,95
W,181,,30 d,8.161923468,"W182 -(n,2n)-> W181",3.340756895,SRO,SRO_NBI_Room,W with impurities,95
Ag,110,m,30 d,2.896848485,"Ag109 -(n,g)-> Ag110m",2.896616737,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,30 d,76.22729042,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.451265559,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,180 d,67.07206262,"Ta181 -(n,g)-> Ta182",35.29063647,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,180 d,67.07206262,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",20.54953854,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,180 d,20.15499942,"Co59 -(n,g)-> Co60m -(IT)-> Co60",12.4092316,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,180 d,20.15499942,"Co59 -(n,g)-> Co60",7.727628329,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,180 d,67.07206262,"W182 -(n,p)-> Ta182",5.793014048,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,180 d,67.07206262,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",4.721202488,SRO,SRO_NBI_Room,W with impurities,95
W,181,,180 d,7.526758494,"W180 -(n,g)-> W181",4.44394875,SRO,SRO_NBI_Room,W with impurities,95
Ag,110,m,180 d,4.159918213,"Ag109 -(n,g)-> Ag110m",4.15958542,SRO,SRO_NBI_Room,W with impurities,95
W,181,,180 d,7.526758494,"W182 -(n,2n)-> W181",3.080777519,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,180 d,67.07206262,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.397066611,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,230 d,62.47171422,"Ta181 -(n,g)-> Ta182",32.87011715,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,230 d,62.47171422,"Ta181 -(n,g)-> Ta182m -(IT)-> Ta182",19.1400838,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,230 d,24.95386634,"Co59 -(n,g)-> Co60m -(IT)-> Co60",15.36384597,SRO,SRO_NBI_Room,W with impurities,95
Co,60,,230 d,24.95386634,"Co59 -(n,g)-> Co60",9.567561893,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,230 d,62.47171422,"W182 -(n,p)-> Ta182",5.395681957,SRO,SRO_NBI_Room,W with impurities,95
Ag,110,m,230 d,4.56423625,"Ag109 -(n,g)-> Ag110m",4.563871111,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,230 d,62.47171422,"W182 -(n,p)-> Ta182m -(IT)-> Ta182",4.397383964,SRO,SRO_NBI_Room,W with impurities,95
W,181,,230 d,7.12200755,"W180 -(n,g)-> W181",4.204975697,SRO,SRO_NBI_Room,W with impurities,95
W,181,,230 d,7.12200755,"W182 -(n,2n)-> W181",2.91510891,SRO,SRO_NBI_Room,W with impurities,95
Ta,182,,230 d,62.47171422,"W182 -(n,p)-> Ta182 -(IT)-> Ta182m -(IT)-> Ta182",0.369832548,SRO,SRO_NBI_Room,W with impurities,95
